esco_oc_key|preflabel_en|ox_max_prob|ox_avg_prob|ox_label|isco_oc_key_l4|isco_preflabel_l4|isco_oc_key_l3|isco_preflabel_l3|isco_oc_key_l2|isco_preflabel_l2|isco_oc_key_l1|isco_preflabel_l1|oc_key_jv|all_jv|at_jv|be_jv|bg_jv|ch_jv|cy_jv|cz_jv|de_jv|dk_jv|ee_jv|el_jv|es_jv|fi_jv|fr_jv|hr_jv|hu_jv|ie_jv|is_jv|it_jv|li_jv|lt_jv|lu_jv|lv_jv|mt_jv|nl_jv|no_jv|pl_jv|pt_jv|ro_jv|se_jv|si_jv|sk_jv|uk_jv|oc_key_cvdes|all_cvdes|at_cvdes|be_cvdes|bg_cvdes|ch_cvdes|cy_cvdes|cz_cvdes|de_cvdes|dk_cvdes|ee_cvdes|el_cvdes|es_cvdes|fi_cvdes|fr_cvdes|hr_cvdes|hu_cvdes|ie_cvdes|is_cvdes|it_cvdes|li_cvdes|lt_cvdes|lu_cvdes|lv_cvdes|mt_cvdes|nl_cvdes|no_cvdes|pl_cvdes|pt_cvdes|ro_cvdes|se_cvdes|si_cvdes|sk_cvdes|uk_cvdes|oc_key_cvlast|all_cvlast|at_cvlast|be_cvlast|bg_cvlast|ch_cvlast|cy_cvlast|cz_cvlast|de_cvlast|dk_cvlast|ee_cvlast|el_cvlast|es_cvlast|fi_cvlast|fr_cvlast|hr_cvlast|hu_cvlast|ie_cvlast|is_cvlast|it_cvlast|li_cvlast|lt_cvlast|lu_cvlast|lv_cvlast|mt_cvlast|nl_cvlast|no_cvlast|pl_cvlast|pt_cvlast|ro_cvlast|se_cvlast|si_cvlast|sk_cvlast|uk_cvlast
4ce42c3c-8a46-40b6-9274-1f5cee3c5cba|official veterinarian|0.038|0.04||C2250|Veterinarians|C225|Veterinarians|C22|Health professionals|C2|Professionals|4ce42c3c-8a46-40b6-9274-1f5cee3c5cba|5478|75|62|49|6|6|48|1569|6|33|9||144|303|1|7|6||10||9||11|3|35|182|282|157|291|705|61||1408|4ce42c3c-8a46-40b6-9274-1f5cee3c5cba|252|2||11||1|2|8|4|2|13|90|2|1|24||1||46||3|1|||1||4|8|16|2|4|1|5|4ce42c3c-8a46-40b6-9274-1f5cee3c5cba|227||1|14|1|1||7|3|2|12|70|2|3|19||2||43||3|1|||1||4|7|21||3|2|5
4cf7be91-fed9-47a7-9ca9-e74c7eb6becb|3D printing technician|0.81|0.51|1|C3118|Draughtspersons|C311|Physical and engineering science technicians|C31|Science and engineering associate professionals|C3|Technicians and associate professionals|4cf7be91-fed9-47a7-9ca9-e74c7eb6becb|193597|2477|27239|13|1133|18|630|44098|97|18|39|15|235|73547||98|477|1|3842|8|117|317|19|103|14108|171|209|500|384|982|17|10|22675|4cf7be91-fed9-47a7-9ca9-e74c7eb6becb|1147|2|12|19|2||11|26|6|4|50|318|4|52|40|17|1|5|295||10|2|4|2|20|8|49|77|57|9|11|4|30|4cf7be91-fed9-47a7-9ca9-e74c7eb6becb|556|4|5|13|1||3|14|2|1|19|182|4|36|14|2|1|1|123||2|3|2|2|7|4|16|54|17|5|2|1|16
4d102082-8d43-4c59-81ab-08a7509f3c40|boom operator|0.98|0.60||C3521|Broadcasting and audiovisual technicians|C352|Telecommunications and broadcasting technicians|C35|Information and communications technicians|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4d27152a-a8ee-4f5a-9f93-a2fb4fb2b2e3|early years teaching assistant|0.56|0.56||C5312|Teachers’ aides|C531|Child care workers and teachers’ aides|C53|Personal care workers|C5|Service and sales workers|4d27152a-a8ee-4f5a-9f93-a2fb4fb2b2e3|19794|18|72|224|||904|575|3||||1584|3457||56|1|||||1|226|91|66|1325|1502|24|130|9255|280|||4d27152a-a8ee-4f5a-9f93-a2fb4fb2b2e3|460|4|16|7|4|1|8|10||5|18|128|9|27|13|14|1||68||5||1||4|5|40|33|4|1|11|5|18|4d27152a-a8ee-4f5a-9f93-a2fb4fb2b2e3|240||5|1|4|1|2|4|4|1|8|66|5|21|7|6|2||48|||1|1|2|2|3|6|17|1|8|3|1|10
4d34a9ee-2653-4da0-bef7-f59294577224|electronics engineer|0.22|0.12||C2152|Electronics engineers|C215|Electrotechnology engineers|C21|Science and engineering professionals|C2|Professionals|4d34a9ee-2653-4da0-bef7-f59294577224|54073|543|20354|13|87|7|409|3980|569|||6|504|15|1|149|12||11|||51|16|10|12752|278|313|34|1455|2048|89|306|10061|4d34a9ee-2653-4da0-bef7-f59294577224|1351|8|22|35|5|6|12|83|9|8|56|357|36|58|58|13|14|3|296||6||4|1|9|15|48|47|65|25|15||37|4d34a9ee-2653-4da0-bef7-f59294577224|858|4|13|15|8|3|16|65|6|5|29|170|23|52|41|12|8||172||7|3|2|1|3|12|27|43|57|25|6||30
4d4b243f-6c3b-48c3-a564-2e7f2d592a3c|production designer|0.31|0.12||C2654|Film, stage and related directors and producers|C265|Creative and performing artists|C26|Legal, social and cultural professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4d5bd738-9202-4fd7-bd8c-7dbe914048de|agricultural engineer|0.49|0.13||C2144|Mechanical engineers|C214|Engineering professionals (excluding electrotechnology)|C21|Science and engineering professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4d6d9057-5167-4158-8bc1-cc2f89d73fd7|beauty vocational teacher|0.26|0.13||C2320|Vocational education teachers|C232|Vocational education teachers|C23|Teaching professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4d750b7f-f40d-447c-ba90-f5fb0ee9ef27|social security officer|0.7|0.39|0|C3353|Government social benefits officials|C335|Regulatory government associate professionals|C33|Business and administration associate professionals|C3|Technicians and associate professionals|4d750b7f-f40d-447c-ba90-f5fb0ee9ef27|54965||5272|7|4||32|5270||3||4|977|2||10|||9||||14||1049|105|160|2|1|741|15||41288|4d750b7f-f40d-447c-ba90-f5fb0ee9ef27|229|2|12|3|2|2||14||1|12|23|4|2|12|7|2|1|73||2|||1|8|1|11|8|10|4|5||7|4d750b7f-f40d-447c-ba90-f5fb0ee9ef27|58|1|3|4||1|1|5|||2|5|1|1|3|2|1||14|||1|1||3|1|2|3|1||||2
4d7d2628-1405-4ff2-b5b5-bd0d57ed9bbd|residential childcare worker|0.13|0.13||C3412|Social work associate professionals|C341|Legal, social and religious associate professionals|C34|Legal, social, cultural and related associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4daee8bd-8400-4da6-ba52-30d4c193d1a9|aviation ground systems engineer|0.07|0.03||C2149|Engineering professionals not elsewhere classified|C214|Engineering professionals (excluding electrotechnology)|C21|Science and engineering professionals|C2|Professionals|4daee8bd-8400-4da6-ba52-30d4c193d1a9|37904|856|857|15|139|2|1060|17092|164|||2|1757|13||354|34||2|3||50|44|5|46|317|1285|154|373|1779|137|1|11363|4daee8bd-8400-4da6-ba52-30d4c193d1a9|798|6|16|3|4|1|6|52|1|2|17|125|24|60|45|26|3||228||2||2|1|15|8|22|41|32|14|26|2|14|4daee8bd-8400-4da6-ba52-30d4c193d1a9|350|1|6|4|1|1|2|34|1|2|12|58|3|36|22|8|1||71||||1||10|4|11|20|24|2|7||8
4dc6e03f-bfb0-4078-a453-01bd1cb735aa|computer and accessories specialised seller|0.98|0.95||C5223|Shop sales assistants|C522|Shop salespersons|C52|Sales workers|C5|Service and sales workers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4dceca8d-9faf-487b-b342-c9d7dc209533|assistant outdoor animator|0.13|0.07||C3423|Fitness and recreation instructors and program leaders|C342|Sports and fitness workers|C34|Legal, social, cultural and related associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4e0c14d6-b170-40f1-bcdc-703c0b92109b|barber|0.8|0.33|0|C5141|Hairdressers|C514|Hairdressers, beauticians and related workers|C51|Personal service workers|C5|Service and sales workers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4e3fede9-5522-4624-91bc-b59c79fada02|packing machinery engineer|0.49|0.13||C2144|Mechanical engineers|C214|Engineering professionals (excluding electrotechnology)|C21|Science and engineering professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4e4a1aa1-ca53-406e-9ca6-889d4621a0ed|big data archive librarian|0.99|0.54||C3433|Gallery, museum and library technicians|C343|Artistic, cultural and culinary associate professionals|C34|Legal, social, cultural and related associate professionals|C3|Technicians and associate professionals|4e4a1aa1-ca53-406e-9ca6-889d4621a0ed|519|5|||||51|67|||||41||1|1|||||||14||1|23|275|7|11|7|15|||4e4a1aa1-ca53-406e-9ca6-889d4621a0ed|525|4|13|2||1|1|12|4|1|12|140|10|13|17|18|2|1|184|||1|||9|4|7|25|6|11|5|4|18|4e4a1aa1-ca53-406e-9ca6-889d4621a0ed|106|2||1||1||4|||1|25|3|5|2||||39||||||3||1|9|1|2|1||6
4e4a291d-1d38-4c5a-812a-5827d0691b11|budget analyst|0.99|0.96|1|C2411|Accountants|C241|Finance professionals|C24|Business and administration professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4e7a3641-7bd3-4290-9f0c-0e7ca776fb0e|rental service representative in water transport equipment|0.97|0.97||C5249|Sales workers not elsewhere classified|C524|Other sales workers|C52|Sales workers|C5|Service and sales workers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4e8a5d3e-66de-4661-9927-ef3123cc79e9|architecture lecturer||||C2310|University and higher education teachers|C231|University and higher education teachers|C23|Teaching professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4ea620f2-5c75-49ee-85a0-b2fb6bbf3624|road operations manager|0.59|0.59|0|C1324|Supply, distribution and related managers|C132|Manufacturing, mining, construction, and distribution managers|C13|Production and specialised services managers|C1|Managers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4eada7b3-5026-4030-936b-4a80aed37252|travel and tourism vocational teacher|0.26|0.13||C2320|Vocational education teachers|C232|Vocational education teachers|C23|Teaching professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4ebf2dae-c326-4627-befe-fbc91410f432|advertising manager|0.039|0.03||C1222|Advertising and public relations managers|C122|Sales, marketing and development managers|C12|Administrative and commercial managers|C1|Managers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4ed22a87-8478-4731-be11-5942eacb2e16|public funding advisor|0.25|0.25||C1349|Professional services managers not elsewhere classified|C134|Professional services managers|C13|Production and specialised services managers|C1|Managers|4ed22a87-8478-4731-be11-5942eacb2e16|24099|4|56|6|5||72|889|3||||105|444||35|||||||41|16|3211|4177|126|6|92|1008|102|405|13296|4ed22a87-8478-4731-be11-5942eacb2e16|235|2|9|6||2|3|11||1|12|73|4|6|6|2|1||51||2|3|1|2|3|2|5|8|6|3|4|1|6|4ed22a87-8478-4731-be11-5942eacb2e16|95||4|4||1|3|4|1|2|2|15|3|3|2|2|2|1|20||1|||1|4|2|1|7|3|1|1||5
4ed36f4c-9d5b-4a01-bf59-7f3c7844ce95|scenic painter|0.48|0.17||C3432|Interior designers and decorators|C343|Artistic, cultural and culinary associate professionals|C34|Legal, social, cultural and related associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4ed9ce62-75d4-4b05-80d4-e86528fecdcd|recycling worker|0.93|0.93||C9612|Refuse sorters|C961|Refuse workers|C96|Refuse workers and other elementary workers|C9|Elementary occupations|4ed9ce62-75d4-4b05-80d4-e86528fecdcd|10104||28|19|5||209|7320|||||76|873||85||||||3|15||207|36|966|94||134|34|||4ed9ce62-75d4-4b05-80d4-e86528fecdcd|50|1||4|1|||3|||6|9|1||6||||6||1|||||1|3|1|5|1|1|||4ed9ce62-75d4-4b05-80d4-e86528fecdcd|21||||1|||1|1||1|6||||1|||2||||1||1||3|2|||||1
4edbde9f-218e-49c7-812f-c45262fb4128|housing support worker|0.13|0.13||C3412|Social work associate professionals|C341|Legal, social and religious associate professionals|C34|Legal, social, cultural and related associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4efdf62f-a1d9-450e-aebc-2d6a6110f05d|community artist||||C2659|Creative and performing artists not elsewhere classified|C265|Creative and performing artists|C26|Legal, social and cultural professionals|C2|Professionals|4efdf62f-a1d9-450e-aebc-2d6a6110f05d|507|3|27|1|6|15|5|14|3|1|7|18|69|86|||||11||||1|26|18|28|52|21|7|86|2|||4efdf62f-a1d9-450e-aebc-2d6a6110f05d|92||1|1||||2|2||2|11|1|2|11|6|1||28||3|||1|1||3|5|1|3|2|1|4|4efdf62f-a1d9-450e-aebc-2d6a6110f05d|103|1|3|3|||2|2|||2|19|3|3|8||||43||||2||1||1|3|2|2|1||2
4efee3ed-de09-44c6-bd4a-d9eaafd04683|process metallurgist|0.16|0.09||C2146|Mining engineers, metallurgists and related professionals|C214|Engineering professionals (excluding electrotechnology)|C21|Science and engineering professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4f08cd74-71c6-43aa-88d4-841e5bb677f7|podiatry assistant|0.027|0.01||C2269|Health professionals not elsewhere classified|C226|Other health professionals|C22|Health professionals|C2|Professionals|4f08cd74-71c6-43aa-88d4-841e5bb677f7|46357|490|1734|2|84||123|15375|15|||5|736|5101||12|3|||||6|35|15|83|11|669|159|174|4981|312||16232|4f08cd74-71c6-43aa-88d4-841e5bb677f7|103|1|2|1|||2|||1||30|3|2|6|1|||32||1|1|||4|2|1|3|4|1|2||3|4f08cd74-71c6-43aa-88d4-841e5bb677f7|73||2|1||||3|1||3|19|2|2|7||||16||||||1|1|4|6|2||1||2
4f1bb8b4-3fff-4e68-b427-8c892534a181|hardwood floor layer|0.87|0.82||C7122|Floor layers and tile setters|C712|Building finishers and related trades workers|C71|Building and related trades workers, excluding electricians|C7|Craft and related trades workers|4f1bb8b4-3fff-4e68-b427-8c892534a181|81089|5071|3344|87|3045||560|36103|95|50|17|23|1630|16726|1|758|90|2|75|4|29|173|48|64|4998|414|4195|426|1296|616|674|198|277|4f1bb8b4-3fff-4e68-b427-8c892534a181|133||1|5|1||3|8|||3|6|1|1|11|5|2||39||2||||||13|3|21|1|2||5|4f1bb8b4-3fff-4e68-b427-8c892534a181|111|||4|2||3|8|1||4|5||3|5|3|3||40||||1|2|2||7|2|12||3||1
4f2f2539-3e38-4393-9dac-a9a48af7cd32|casting director|0.31|0.12||C2654|Film, stage and related directors and producers|C265|Creative and performing artists|C26|Legal, social and cultural professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4f49df98-98b8-4a9e-98ad-9c5557817eba|strategic planning manager|0.25|0.25||C1213|Policy and planning managers|C121|Business services and administration managers|C12|Administrative and commercial managers|C1|Managers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4f4d33a1-0b41-4dd9-8a42-aeba5a3974ab|sensor engineer|0.22|0.12||C2152|Electronics engineers|C215|Electrotechnology engineers|C21|Science and engineering professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4f5bc9a5-e989-409b-bfb5-973b472163cd|educational psychologist|0.012|0.01||C2634|Psychologists|C263|Social and religious professionals|C26|Legal, social and cultural professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
4f5e4fb1-58bd-4abd-bb06-4af9203a1518|filing machine operator|0.92|0.88||C8122|Metal finishing, plating and coating machine operators|C812|Metal processing and finishing plant operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers|4f5e4fb1-58bd-4abd-bb06-4af9203a1518|22894|219|1770|7|102|1|526|8488|||||152|9877||373||||||22|41|11|158|4|256|150|173|184|51||329|4f5e4fb1-58bd-4abd-bb06-4af9203a1518|19||||||2|2||||2|3||2|1|||1||||||||2||2||2|||4f5e4fb1-58bd-4abd-bb06-4af9203a1518|13|1|||1|1||||||3|1||2|1|||||||||||1|1|||1||
4f7e7482-39e7-4f3a-bf11-763620f4b8e0|paper paper embossing press operator, paper embosing press operator|0.83|0.83||C7322|Printers|C732|Printing trades workers|C73|Handicraft and printing workers|C7|Craft and related trades workers|4f7e7482-39e7-4f3a-bf11-763620f4b8e0|22055|773|2651|105|116||648|9467|6|21|5||118|3980||197|10||31|1|1|19|29|239|477|35|1486|158|426|290|171||595|4f7e7482-39e7-4f3a-bf11-763620f4b8e0|194|2|3|5||2|3|9||2|10|27|3|5|21|11|4||25||6||2|||5|9|6|20|4|2|2|6|4f7e7482-39e7-4f3a-bf11-763620f4b8e0|166|2|1|7|2|1|2|6||2|5|26|4|5|19|10|7||22||2||1||2|1|7|5|17|3|2|2|3
4f89b0d2-b666-4890-af01-25d1d60da1f3|political scientist|0.44|0.17||C2633|Philosophers, historians and political scientists|C263|Social and religious professionals|C26|Legal, social and cultural professionals|C2|Professionals|4f89b0d2-b666-4890-af01-25d1d60da1f3|1399|81|107||3|4|17|824|||36|16|13|||10|1||||||3||8|131|26|3|5|101|9||1|4f89b0d2-b666-4890-af01-25d1d60da1f3|1199|8|77|16|13|9|7|72|18|4|59|218|20|57|43|18|5|1|303||9|4|3|4|29|11|21|50|20|27|15|6|52|4f89b0d2-b666-4890-af01-25d1d60da1f3|420|3|32|2|4|4|4|30|7||25|66|16|18|16|11||1|96||3|4|1|2|13||13|16|9|8|4|2|10
4fa660b3-ab97-4a99-ad73-ce3c2612f2c3|social work assistant|0.13|0.13||C3412|Social work associate professionals|C341|Legal, social and religious associate professionals|C34|Legal, social, cultural and related associate professionals|C3|Technicians and associate professionals|4fa660b3-ab97-4a99-ad73-ce3c2612f2c3|255187|5245|9311|50|42|1|3047|20433||150|3|39|7018|116907|1|925|36|4|3||10|41|314|1|2266|3727|1603|73|204|11761|72||71900|4fa660b3-ab97-4a99-ad73-ce3c2612f2c3|881|12|33|14|9|4|9|44|7|5|21|204|25|38|18|30|7|1|169||9|1|7|2|23|8|26|49|32|17|14|2|41|4fa660b3-ab97-4a99-ad73-ce3c2612f2c3|422|4|10|6|3|3|2|16|1|1|12|136|8|28|8|10|3||83||4||1|1|5|1|6|19|10|11|8|4|18
4fe4b1f1-e84d-4056-b062-83d5a64fc571|aquaculture harvesting manager|0.047|0.05||C1312|Aquaculture and fisheries production managers|C131|Production managers in agriculture, forestry and fisheries|C13|Production and specialised services managers|C1|Managers|4fe4b1f1-e84d-4056-b062-83d5a64fc571|142||5|1|||2|||||2|3|15|||3||||||3|||93|12||3|||||4fe4b1f1-e84d-4056-b062-83d5a64fc571|33||1|1||1|||1||2|12|||6||1||2||||||1|1||2|2|||||4fe4b1f1-e84d-4056-b062-83d5a64fc571|9|||||||||||3|||1||||3||||1|||||1|||||
4fef1907-cf82-413b-841a-02ef57e299a6|scientific laboratory technician|0.77|0.54||C3141|Life science technicians (excluding medical)|C314|Life science technicians and related associate professionals|C31|Science and engineering associate professionals|C3|Technicians and associate professionals|4fef1907-cf82-413b-841a-02ef57e299a6|4510|160|||58||86|3024||||1|387|3|2||||||||16|41|456|25|122|20|33||68|8||4fef1907-cf82-413b-841a-02ef57e299a6|907|5|22|11|3|2|11|27|3|1|18|361|11|29|25|6|6||192||3||1||10|3|24|78|7|12|9|3|24|4fef1907-cf82-413b-841a-02ef57e299a6|380||12|3|1|2|6|13|2||10|164|6|10|9|1|4||74||1||1|1|6|3|10|20||6|4||11
5001506f-dd7d-4801-92ac-6f7e93b45133|industrial robot controller|0.36|0.36||C3139|Process control technicians not elsewhere classified|C313|Process control technicians|C31|Science and engineering associate professionals|C3|Technicians and associate professionals|5001506f-dd7d-4801-92ac-6f7e93b45133|51277|3|18622|56|59|1|645|141|49|30||18|72|27599||29|||302|||53|25|1|1061|25|1334|252|540|183|6|2|169|5001506f-dd7d-4801-92ac-6f7e93b45133|49|||1||||3|||1|11|||4||||9||2||1|||1|6|3|2|2|2||1|5001506f-dd7d-4801-92ac-6f7e93b45133|11|||||||1||||4||1|||||||||||||2||2||1||
500b7b14-507c-4c49-816d-c1d0b05b85e4|prosthetic-orthotics technician|0.97|0.47||C3214|Medical and dental prosthetic technicians|C321|Medical and pharmaceutical technicians|C32|Health associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
501a3798-08bf-4475-88d2-0e8c9befb101|cooper|0.96|0.92||C7522|Cabinet-makers and related workers|C752|Wood treaters, cabinet-makers and related trades workers|C75|Food processing, wood working, garment and other craft and related trades workers|C7|Craft and related trades workers|501a3798-08bf-4475-88d2-0e8c9befb101|181249|10071|7073|506|2722|13|2757|98021|58|188|36|12|264|31613|4|993|129||562|15|63|146|325|205|3915|111|15638|499|3948|172|795||395|501a3798-08bf-4475-88d2-0e8c9befb101|202|3|5|25|1|1||14||4|7|20|2|7|17|1|3||24||6||||2||30|5|19||4||2|501a3798-08bf-4475-88d2-0e8c9befb101|125|3|4|13|1|||8||4|8|18|1|8|8||1||9||2||||2||22|3|7|1|||2
502fe307-ae65-46cb-a485-e559b9a35266|injection moulding operator|0.98|0.91||C8142|Plastic products machine operators|C814|Rubber, plastic and paper products machine operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers|502fe307-ae65-46cb-a485-e559b9a35266|35906|1256|32|108|152||1355|19543|6|||1|384|6406||423|5|||1||42|12|44|8|57|4349|302|882|388|147||3|502fe307-ae65-46cb-a485-e559b9a35266|151|2||3|||3|4||||18|1|2|14|6|1||19||||||4|1|35|15|15|1|4||3|502fe307-ae65-46cb-a485-e559b9a35266|108|1|1|2|1||1|5||||14|2|3|11|5||1|13||2||1|||3|16|9|9|2|4||2
503ea267-93e9-4b8c-ae5e-817fe7e4a245|street sweeper||||C9613|Sweepers and related labourers|C961|Refuse workers|C96|Refuse workers and other elementary workers|C9|Elementary occupations|503ea267-93e9-4b8c-ae5e-817fe7e4a245|8352|248|77|18|2||308|4724|||||14|||68|||||||293|6||1|1213|151|806|276|147|||503ea267-93e9-4b8c-ae5e-817fe7e4a245|15||||||||||2|6|||2||||3||||||||1||1|||||503ea267-93e9-4b8c-ae5e-817fe7e4a245|3|||||||||||1|||||||||1|||||||1|||||
50609eb5-9957-4cbf-9b91-6f46ce49cfad|freight inspector|0.94|0.94||C3359|Regulatory government associate professionals not elsewhere classified|C335|Regulatory government associate professionals|C33|Business and administration associate professionals|C3|Technicians and associate professionals|50609eb5-9957-4cbf-9b91-6f46ce49cfad|38084||152|455|1||30|2611|15|79|1||456|156||42||1|45||4|1||163|231|288|69||6|4|199||33075|50609eb5-9957-4cbf-9b91-6f46ce49cfad|211||12|5||1|6|15|2|2|4|20|3|14|11|6||1|51||3|2|1|1|8||4|5|10|5|5|2|12|50609eb5-9957-4cbf-9b91-6f46ce49cfad|96||2|2|1||3|6|1|2|2|15|1|14|5|5|1||11||3||||3||6|2|3|1|2||5
